Object Number;Is Highlight;Is Timeline Work;Is Public Domain;Object ID;Gallery Number;Department;AccessionYear;Object Name;Title;Culture;Period;Dynasty;Reign;Portfolio;Constituent ID;Artist Role;Artist Prefix;Artist Display Name;Artist Display Bio;Artist Suffix;Artist Alpha Sort;Artist Nationality;Artist Begin Date;Artist End Date;Artist Gender;Artist ULAN URL;Artist Wikidata URL;Object Date;Object Begin Date;Object End Date;Medium;Dimensions;Credit Line;Geography Type;City;State;County;Country;Region;Subregion;Locale;Locus;Excavation;River;Classification;Rights and Reproduction;Link Resource;Object Wikidata URL;Metadata Date;Repository;Tags;Tags AAT URL;Tags Wikidata URL
47.103.9;False;False;True;195;;The American Wing;1947;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;1725–90;1725;1790;Tulip poplar, maple, oak;28 x 27 x 17 in. (71.1 x 68.6 x 43.2 cm);Gift of Mrs. J. Insley Blair, 1947;Made in;;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/195;;;Metropolitan Museum of Art, New York, NY;;;
48.135.24;False;False;False;198;;The American Wing;1948;Armchair;Armchair;French;;;;;;;;;;;;;;;;;;1800–1830;1800;1830;Mahogany;36 x 22 1/2 x 19 1/4 in. (91.4 x 57.2 x 48.9 cm);Bequest of Adeline R. Brown, 1947;Made in;;;;France;;;;;;;;;http://www.metmuseum.org/art/collection/search/198;;;Metropolitan Museum of Art, New York, NY;;;
48.135.92;False;False;True;199;;The American Wing;1948;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;1700–1800;1700;1800;Wood;35 1/8 x 24 3/8 x 14 1/4 in. (89.2 x 61.9 x 36.2 cm);Bequest of Adeline R. Brown, 1947;Made in;;;;United States;New England ;;;;;;;;http://www.metmuseum.org/art/collection/search/199;;;Metropolitan Museum of Art, New York, NY;;;
51.12.2;True;True;True;200;708;The American Wing;1951;Armchair;Spindle-back armchair;American;;;;;;;;;;;;;;;;;;1640–80;1640;1680;Ash;44 3/4 x 23 1/2 x 15 3/4 in. (113.7 x 59.7 x 40 cm);Gift of Mrs. J. Insley Blair, 1951;Possibly made in|Possibly made in;Boston|Charlestown;;;United States|United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/200;https://www.wikidata.org/wiki/Q29382862;;Metropolitan Museum of Art, New York, NY;;;
52.77.47;False;False;True;201;774;The American Wing;1952;Armchair;Turned Armchair;American;;;;;;;;;;;;;;;;;;1630–1700;1630;1700;Maple, ash;45 1/4 x 24 3/4 x 17 3/4 in. (114.9 x 62.9 x 45.1 cm);Bequest of Mrs. J. Insley Blair, 1951;Made in;;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/201;;;Metropolitan Museum of Art, New York, NY;;;
52.77.49;False;False;True;202;708;The American Wing;1952;Armchair;Spindle-back armchair;American;;;;;;;;;;;;;;;;;;1660–1700;1660;1700;Maple, soft maple, ash;41 3/4 x 23 x 18 in. (106 x 58.4 x 45.7 cm);Bequest of Mrs. J. Insley Blair, 1951;Made in;;;;United States;New England ;;;;;;;;http://www.metmuseum.org/art/collection/search/202;;;Metropolitan Museum of Art, New York, NY;;;
52.77.55;False;False;True;203;713;The American Wing;1952;Armchair;Splat-back armchair;American;;;;;938;Maker;Attributed to the shop of;John Gaines III;American, 1704–1743; ;Gaines, John III;American;1704;1743;;http://vocab.getty.edu/page/ulan/500331018;;1735–43;1735;1743;Soft maple, poplar, ash;40 5/8 x 27 x 17 in. (103.2 x 68.6 x 43.2 cm);Bequest of Mrs. J. Insley Blair, 1951;Made in;Portsmouth;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/203;;;Metropolitan Museum of Art, New York, NY;;;
53.88;False;False;True;204;;The American Wing;1953;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;1770–90;1770;1790;Mahogany, spruce;38 1/2 x 21 5/8 x 16 5/8 in. (97.8 x 54.9 x 42.2 cm);Rogers Fund, 1953;Made in;;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/204;;;Metropolitan Museum of Art, New York, NY;;;
2006.90.1;False;False;True;205;706;The American Wing;2006;Teapot;Teapot;American;;;;;110;Maker; ;Wood and Hughes;1845–99; ;Wood and Hughes ; ;1845;1899;;;;1862–63;1862;1863;Silver;11 1/4 x 9 15/16 in. (28.6 x 25.2 cm);Friends of the American Wing Fund, 2006;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/205;;;Metropolitan Museum of Art, New York, NY;Factories|Men;http://vocab.getty.edu/page/aat/300006232|http://vocab.getty.edu/page/aat/300025928;https://www.wikidata.org/wiki/Q83405|https://www.wikidata.org/wiki/Q8441
69.158.5;False;False;False;206;;The American Wing;1969;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;1850–1900;1850;1900;Cast iron;35 1/2 x 26 x 22 in. (90.2 x 66 x 55.9 cm);Purchase, The Edgar J. Kaufmann Foundation Gift, 1969;Made in;;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/206;;;Metropolitan Museum of Art, New York, NY;Leaves;http://vocab.getty.edu/page/aat/300011892;https://www.wikidata.org/wiki/Q33971
1975310;False;False;True;208;774;The American Wing;1975;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;1730–80;1730;1780;Maple;48 3/4 x 24 3/4 x 21 in. (123.8 x 62.9 x 53.3 cm);Purchase, Virginia H. Groomes Gift, in memory of her mother, Mary W. Groomes, 1975;Possibly made in|Possibly made in;;;;United States|United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/208;;;Metropolitan Museum of Art, New York, NY;;;
1978401;False;False;True;209;730;The American Wing;1978;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;1805–15;1805;1815;Mahogany, ash;36 x 20 1/2 x 19 in. (91.4 x 52.1 x 48.3 cm);Purchase, Mr. and Mrs. George M. Kaufman and Mr. and Mrs. Eric M. Wunsch Gifts, 1978;Made in;Philadelphia;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/209;;;Metropolitan Museum of Art, New York, NY;;;
1981206;False;False;True;211;;The American Wing;1981;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;ca. 1875;1872;1875;Ebony, aspen, yellow pine, ivory, mother-of-pearl;38 3/4 x 26 3/4 x 35 in. (98.4 x 67.9 x 88.9 cm);Purchase, Mrs. Paul Moore Gift, by exchange, 1981;Made in;;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/211;;;Metropolitan Museum of Art, New York, NY;Lions|Men;http://vocab.getty.edu/page/aat/300310388|http://vocab.getty.edu/page/aat/300025928;https://www.wikidata.org/wiki/Q140|https://www.wikidata.org/wiki/Q8441
1984287;False;True;True;212;752;The American Wing;1984;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;1770–90;1770;1790;Mahogany, red oak, sweet gum, ash;39 1/2 x 30 x 23 1/2 in. (100.3 x 76.2 x 59.7 cm);Bequest of Barbara Bradley Manice, 1984;Made in;;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/212;https://www.wikidata.org/wiki/Q83560000;;Metropolitan Museum of Art, New York, NY;;;
1984367;False;False;True;213;;The American Wing;1984;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;ca. 1800;1797;1800;Black walnut, hard pine, cedar;40 3/4 x 24 1/4 x 19 in. (103.5 x 61.6 x 48.3 cm);Friends of the American Wing Fund, 1984;Probably made in;Lititz;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/213;;;Metropolitan Museum of Art, New York, NY;;;
1986204;True;True;True;214;713;The American Wing;1986;Armchair;Armchair;American;;;;;345;Maker;Possibly;Gustave Herter;1830–1898; ;Herter, Gustave;German (Stuttgart, principality of Württemberg);1830;1898;;http://vocab.getty.edu/page/ulan/500088027;https://www.wikidata.org/wiki/Q1556712;ca. 1855;1852;1858;Walnut;64 1/2 x 25 3/8 x 22 1/4 in. (163.8 x 64.5 x 56.5 cm);Friends of the American Wing Fund, 1986;Probably made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/214;https://www.wikidata.org/wiki/Q83560001;;Metropolitan Museum of Art, New York, NY;;;
50.145.46;False;False;True;215;;The American Wing;1950;Armchair;Armchair;American;;;;;110;Maker;Probably;Thomas Affleck;1740–1795; ;Affleck, Thomas; ;1740;1795;;http://vocab.getty.edu/page/ulan/500034377;https://www.wikidata.org/wiki/Q7786960;1794;1794;1794;Mahogany;36 1/4 x 24 x 19 1/2 in. (92.1 x 61 x 49.5 cm);Bequest of Mary Stillman Harkness, 1950;Made in;Philadelphia;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/215;;;Metropolitan Museum of Art, New York, NY;;;
59154;False;True;True;216;;The American Wing;1959;Armchair;Armchair;American;;;;;110;Maker;Attributed to;Thomas Affleck;1740–1795; ;Affleck, Thomas; ;1740;1795;;http://vocab.getty.edu/page/ulan/500034377;https://www.wikidata.org/wiki/Q7786960;1765–75;1765;1775;Mahogany, white oak;43 x 28 1/4 x 30 in. (109.2 x 71.8 x 76.2 cm);"Purchase, Gift of Mrs. Russell Sage and The Sylmaris Collection, Gift of George Coe Graves, by exchange; Robert G. Goelet Gift; and funds from various donors, 1959";Made in;Philadelphia;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/216;https://www.wikidata.org/wiki/Q83560003;;Metropolitan Museum of Art, New York, NY;;;
44106;False;False;True;218;774;The American Wing;1944;Armchair;Armchair;American;;;;;110;Maker;Attributed to;Henry Connelly;1770–1826; ;Connelly, Henry; ;1770;1826;;http://vocab.getty.edu/page/ulan/500071541;;1800–1810;1800;1810;Mahogany, ash;35 1/2 x 22 1/2 x 19 1/2 in. (90.2 x 57.2 x 49.5 cm);Rogers Fund, 1944;Made in;Philadelphia;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/218;;;Metropolitan Museum of Art, New York, NY;;;
1981.156.1;False;False;True;219;774;The American Wing;1981;Armchair;Armchair;American;;;;;16520;Maker; ;J. S. Ford, Johnson and Company;American, 1867–1902; ;Ford, Johnson and Company J. S.;American;1867;1902;;http://vocab.getty.edu/page/ulan/500524463;;ca. 1904;1901;1904;Oak, poplar;31 1/2 x 20 3/8 x 25 1/2 in. (80 x 51.8 x 64.8 cm);Purchase, Mr. and Mrs. David Lubart Gift, in memory of Katherine J. Lubart, 1944–1975, 1981;Made in;Chicago;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/219;;;Metropolitan Museum of Art, New York, NY;;;
1979305;False;False;True;220;774;The American Wing;1979;Armchair;Armchair;American;;;;;110;Maker;Attributed to the Workshop of;Solomon Fussell;active ca. 1726–50; ;Fussell, Solomon; ;1723;1750;;http://vocab.getty.edu/page/ulan/500070225;;1735–50;1735;1750;Maple;43 1/4 x 25 1/2 x 18 1/4 in. (109.9 x 64.8 x 46.4 cm);Anonymous Gift, in memory of Mrs. J. Insley Blair, 1979;Made in;Philadelphia;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/220;;;Metropolitan Museum of Art, New York, NY;;;
1972.76;False;False;True;221;774;The American Wing;1972;Armchair;Armchair;American;;;;;110;Maker; ;Herter Brothers;German, active New York, 1864–1906; ;Herter Brothers; ;1864;1906;;http://vocab.getty.edu/page/ulan/500274670;https://www.wikidata.org/wiki/Q1614654;1865–70;1865;1870;Rosewood, marquetry, gilt;34 5/8 x 25 x 26 3/4 in. (87.9 x 63.5 x 67.9 cm);Gift of Paul Martini, 1972;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/221;;;Metropolitan Museum of Art, New York, NY;;;
1978500;False;False;False;222;;The American Wing;1978;Armchair;Armchair;American;;;;;16475;Maker; ;Heywood Brothers and Wakefield Company;American, 1897–1921; ;Heywood Brothers and Wakefield Company ;American;1897;1921;;http://vocab.getty.edu/page/ulan/500524421;;1897–1910;1897;1910;Rattan, maple, possibly ash;43 1/2 x 27 5/8 x 20 3/4 in. (110.5 x 70.2 x 52.7 cm);Gift of The Wicker Garden, 1978;Made in;Wakefield;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/222;;;Metropolitan Museum of Art, New York, NY;;;
1971161;False;False;True;223;774;The American Wing;1971;Rocking chair;Rocking Chair;American;;;;;110;Maker; ;Hudson and Brooks;active ca. 1823; ;Hudson and Brooks ; ;1773;1873;;;;ca. 1823;1820;1823;Maple, pine, mahogany;45 x 20 3/4 x 27 in. (114.3 x 52.7 x 68.6 cm);Gift of Mr. and Mrs. Arnold B. Skromme, 1971;Made in;Portland;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/223;;;Metropolitan Museum of Art, New York, NY;;;
68.69.14;False;False;True;224;774;The American Wing;1968;Reclining armchair;Reclining Armchair;American;;;;;111;Maker; ;George Jakob Hunzinger;1835–1898; ;Hunzinger, George Jakob; ;1835;1898;;http://vocab.getty.edu/page/ulan/500005428;https://www.wikidata.org/wiki/Q55720552;after 1866;1867;1876;Cherry;38 1/2 x 26 x 33 in. (97.8 x 66 x 83.8 cm);Gift of Mrs. D. Chester Noyes, 1968;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/224;;;Metropolitan Museum of Art, New York, NY;Flowers;http://vocab.getty.edu/page/aat/300132399;https://www.wikidata.org/wiki/Q506
1982.69;False;False;True;225;774;The American Wing;1982;Folding armchair;Folding Armchair;American;;;;;111;Maker; ;George Jakob Hunzinger;1835–1898; ;Hunzinger, George Jakob; ;1835;1898;;http://vocab.getty.edu/page/ulan/500005428;https://www.wikidata.org/wiki/Q55720552;after 1876;1877;1886;Maple, steel mesh;34 x 20 3/4 x 22 1/4 in. (86.4 x 52.7 x 56.5 cm);Sansbury-Mills Fund, 1982;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/225;;;Metropolitan Museum of Art, New York, NY;;;
1982352;False;False;False;226;774;The American Wing;1982;Armchair;Armchair;American;;;;;111;Maker; ;George Washington Maher;1864–1926; ;Maher, George Washington; ;1864;1926;;http://vocab.getty.edu/page/ulan/500059532;https://www.wikidata.org/wiki/Q4285694;ca. 1914;1911;1914;Oak, leather;59 1/4 x 33 x 26 3/8 in. (150.5 x 83.8 x 67 cm);Purchase, Theodore R. Gamble Jr. Gift, in honor of his mother, Mrs. Theodore Robert Gamble, 1982;Made in;;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/226;;;Metropolitan Museum of Art, New York, NY;;;
68.69.2;False;False;True;227;713;The American Wing;1968;Armchair;Armchair;American;;;;;111;Maker; ;Léon Marcotte;1824–1887; ;Marcotte, Léon;French;1824;1887;;http://vocab.getty.edu/page/ulan/500026799;https://www.wikidata.org/wiki/Q1717331;ca. 1860;1857;1860;Maple, gilt bronze;40 3/4 x 25 1/2 x 20 in. (103.5 x 64.8 x 50.8 cm);Gift of Mrs. D. Chester Noyes, 1968;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/227;;;Metropolitan Museum of Art, New York, NY;;;
68.165.4;False;False;False;228;713;The American Wing;1968;Armchair;Armchair;American;;;;;111;Maker; ;Léon Marcotte;1824–1887; ;Marcotte, Léon;French;1824;1887;;http://vocab.getty.edu/page/ulan/500026799;https://www.wikidata.org/wiki/Q1717331;ca. 1860;1857;1860;Maple;40 1/2 x 26 x 24 3/4 in. (102.9 x 66 x 62.9 cm);Gift of Mrs. Douglas M. Moffat, 1968;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/228;;;Metropolitan Museum of Art, New York, NY;;;
1975157;False;False;True;229;774;The American Wing;1975;Folding armchair;Folding Armchair;American;;;;;111;Maker; ;Marks Adjustable Folding Chair Company;1877–97; ;Marks Adjustable Folding Chair Company ; ;1877;1897;;;;ca. 1877–97;1877;1897;Walnut, metal;45 3/4 x 29 x 27 1/2 in. (116.2 x 73.7 x 69.9 cm);Purchase, Mrs. Russell Sage Gift, 1975;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/229;;;Metropolitan Museum of Art, New York, NY;;;
45105;False;True;True;230;723;The American Wing;1945;Armchair;Armchair;American;;;;;111;Maker;Attributed to;Samuel McIntire;1757–1811; ;McIntire, Samuel; ;1757;1811;;http://vocab.getty.edu/page/ulan/500023295;https://www.wikidata.org/wiki/Q370420;1801;1801;1801;Mahogany, birch, white pine;32 1/2 x 21 x 18 in. (82.6 x 53.3 x 45.7 cm);Rogers Fund, 1945;Made in;Salem;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/230;https://www.wikidata.org/wiki/Q83560005;;Metropolitan Museum of Art, New York, NY;;;
1985189;False;False;True;231;740;The American Wing;1985;Armchair;Armchair;American;;;;;111;Maker; ;John and Joseph W. Meeks;active ca. 1836–59; ;Meeks, John and Joseph W.; ;1833;1859;;;;ca. 1850;1847;1850;Mahogany;53 x 23 x 22 in. (134.6 x 58.4 x 55.9 cm);Friends of the American Wing Fund, 1985;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/231;;;Metropolitan Museum of Art, New York, NY;;;
69.159.1;False;False;True;232;;The American Wing;1969;Armchair;Armchair;American;;;;;111;Maker; ;North American Iron Works;ca. 1877–ca. 1897; ;North American Iron Works ; ;1874;1897;;;;1877–97;1877;1897;Cast iron;35 1/4 x 21 x 19 in. (89.5 x 53.3 x 48.3 cm);Rogers Fund, 1969;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/232;;;Metropolitan Museum of Art, New York, NY;;;
31.44.2;False;True;True;233;774;The American Wing;1931;Armchair;Armchair;American;;;;;133;Artist; ;Charles-Honoré Lannuier;France 1779–1819 New York; ;Lannuier, Charles-Honoré; ;1779;1819;;http://vocab.getty.edu/page/ulan/500256814;https://www.wikidata.org/wiki/Q5074741;ca. 1810;1807;1813;Mahogany;32 7/8 x 22 1/8 x 19 in. (83.5 x 56.2 x 48.3 cm);The Sylmaris Collection, Gift of George Coe Graves, 1931;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/233;https://www.wikidata.org/wiki/Q83560006;;Metropolitan Museum of Art, New York, NY;;;
69175;False;False;True;234;732;The American Wing;1969;Armchair;Armchair;American;;;;;111;Maker;Attributed to the Workshop of;Duncan Phyfe;American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York; ;Phyfe, Duncan;Scottish;1770;1854;;http://vocab.getty.edu/page/ulan/500082047;https://www.wikidata.org/wiki/Q3041258;ca. 1835;1832;1835;Rosewood;33 1/4 x 24 x 20 in. (84.5 x 61 x 50.8 cm);Rogers Fund, 1969;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/234;;;Metropolitan Museum of Art, New York, NY;;;
88.10.2;False;False;True;235;774;The American Wing;1888;Side chair;Side chair;American;;;;;16381;Maker; ;Pottier and Stymus Manufacturing Company;active ca. 1859–1910; ;Pottier and Stymus Manufacturing Company ; ;1859;1910;;http://vocab.getty.edu/page/ulan/500330539;https://www.wikidata.org/wiki/Q2106610;ca. 1875;1872;1875;Black walnut;48 3/4 x 25 1/2 x 23 in. (123.8 x 64.8 x 58.4 cm);Gift of Auguste Pottier, 1888;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/235;;;Metropolitan Museum of Art, New York, NY;;;
88.10.3;False;False;True;236;774;The American Wing;1888;Armchair;Armchair;American;;;;;16381;Maker; ;Pottier and Stymus Manufacturing Company;active ca. 1859–1910; ;Pottier and Stymus Manufacturing Company ; ;1859;1910;;http://vocab.getty.edu/page/ulan/500330539;https://www.wikidata.org/wiki/Q2106610;ca. 1875–76;1870;1881;Black walnut, original and reproduction upholstery;51 3/4 x 28 x 25 in. (131.4 x 71.1 x 63.5 cm);Gift of Auguste Pottier, 1888;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/236;;;Metropolitan Museum of Art, New York, NY;;;
1970.35.1;True;True;True;237;713;The American Wing;1970;Armchair;Armchair;American;;;;;16381;Maker;Attributed to;Pottier and Stymus Manufacturing Company;active ca. 1859–1910; ;Pottier and Stymus Manufacturing Company ; ;1859;1910;;http://vocab.getty.edu/page/ulan/500330539;https://www.wikidata.org/wiki/Q2106610;ca. 1870–75;1867;1875;Rosewood, prickly juniper veneer;37 x 27 1/2 x 27 1/2 in. (94 x 69.9 x 69.9 cm);Funds from various donors, 1970;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/237;https://www.wikidata.org/wiki/Q29382865;;Metropolitan Museum of Art, New York, NY;Sphinx;http://vocab.getty.edu/page/aat/300375739;https://www.wikidata.org/wiki/Q151480
1986.447.2;False;False;True;238;;The American Wing;1986;Armchair;Armchair;American;;;;;111;Maker;Follower of;Henry Hobson Richardson;1836–1886; ;Richardson, Henry Hobson; ;1836;1886;;http://vocab.getty.edu/page/ulan/500016339;https://www.wikidata.org/wiki/Q723234;ca. 1880;1877;1880;Oak;33 x 25 x 29 in. (83.8 x 63.5 x 73.7 cm);Anonymous Gift, 1986;Made in;;;;United States;New England ;;;;;;;;http://www.metmuseum.org/art/collection/search/238;;;Metropolitan Museum of Art, New York, NY;;;
64.202.1;False;False;False;239;743;The American Wing;1964;Armchair;Armchair;American;;;;;16254216254;Maker|Maker; | ;Louis Comfort Tiffany|Tiffany Glass and Decorating Company;American, New York 1848–1933 New York|American, 1892–1902; | ;Tiffany, Louis Comfort|Tiffany Glass and Decorating Company;American| ;1848      |1892      ;1933      |1902      ;|;http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331512;https://www.wikidata.org/wiki/Q312950|;ca. 1891–93;1888;1893;"Prima vera, American ash (secondary wood); marquetry of various woods and brass; replacement upholstery";35 5/8 x 25 1/4 x 26 1/8 in. (90.5 x 64.1 x 66.4 cm);Gift of Mr. and Mrs. George E. Seligmann, 1964;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/239;;;Metropolitan Museum of Art, New York, NY;;;
64.202.2;False;False;False;240;774;The American Wing;1964;Armchair;Armchair;American;;;;;16254216254;Maker|Maker; | ;Louis Comfort Tiffany|Tiffany Glass and Decorating Company;American, New York 1848–1933 New York|American, 1892–1902; | ;Tiffany, Louis Comfort|Tiffany Glass and Decorating Company;American| ;1848      |1892      ;1933      |1902      ;|;http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331512;https://www.wikidata.org/wiki/Q312950|;ca. 1893;1890;1893;"Prima vera, American ash (secondary wood); marquetry of various woods and brass; replacement upholstery";35 3/8 x 25 5/8 x 26 1/4 in. (89.9 x 65.1 x 66.7 cm);Gift of Mr. and Mrs. George E. Seligmann, 1964;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/240;;;Metropolitan Museum of Art, New York, NY;;;
1979130;False;True;False;243;774;The American Wing;1979;Revolving armchair;Revolving Armchair;American;;;;;16276;Maker; ;Frank Lloyd Wright;American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona; ;Wright, Frank Lloyd;American;1867;1959;;http://vocab.getty.edu/page/ulan/500020307;https://www.wikidata.org/wiki/Q5604;ca. 1904;1901;1904;Steel, wood;38 x 20 3/4 x 24 3/4 in. (96.5 x 52.7 x 62.9 cm);Purchase, Theodore R. Gamble Jr. Gift, in honor of his mother, Mrs. Theodore Robert Gamble, 1979;;;;;;;;;;;;;© 2022 Artists Rights Society (ARS), New York;http://www.metmuseum.org/art/collection/search/243;;;Metropolitan Museum of Art, New York, NY;;;
1970.290.12;False;False;True;244;;The American Wing;1970;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;1877–80;1877;1880;Mahogany;36 1/2 x 24 x 23 3/4 in. (92.7 x 61 x 60.3 cm);Gift of Richard T. Button, 1970;Made in;;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/244;;;Metropolitan Museum of Art, New York, NY;;;
1970.290.13;False;False;True;245;;The American Wing;1970;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;1877–80;1877;1880;Mahogany;36 1/2 x 24 x 23 3/4 in. (92.7 x 61 x 60.3 cm);Gift of Richard T. Button, 1970;Made in;;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/245;;;Metropolitan Museum of Art, New York, NY;;;
68.133.2;False;False;True;246;737;The American Wing;1968;Armchair;Armchair;American;;;;;112;Maker;Attributed to;John Jelliff;1813–1893; ;Jelliff, John;American;1813;1893;;http://vocab.getty.edu/page/ulan/500062668;https://www.wikidata.org/wiki/Q55720851;1868–70;1868;1870;Rosewood, ash, mother-of-pearl;44 1/2 x 28 1/2 x 29 3/8 in. (113 x 72.4 x 74.6 cm);Gift of Josephine M. Fiala, 1968;Made in;Newark;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/246;;;Metropolitan Museum of Art, New York, NY;;;
68.133.3;False;True;True;247;737;The American Wing;1968;Armchair;Armchair;American;;;;;112;Maker;Attributed to;John Jelliff;1813–1893; ;Jelliff, John;American;1813;1893;;http://vocab.getty.edu/page/ulan/500062668;https://www.wikidata.org/wiki/Q55720851;1868–70;1868;1870;Rosewood, ash, mother-of-pearl;44 1/2 x 28 1/2 x 29 3/8 in. (113 x 72.4 x 74.6 cm);Gift of Josephine M. Fiala, 1968;Made in;Newark;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/247;https://www.wikidata.org/wiki/Q83560008;;Metropolitan Museum of Art, New York, NY;;;
69.258.3;False;False;True;248;;The American Wing;1969;Side Chair;Side Chair;American;;;;;16497;Maker; ;Joseph Meeks & Sons;American, New York, 1829–35; ;Meeks, Joseph & Sons;American;1829;1835;;http://vocab.getty.edu/page/ulan/500524443;https://www.wikidata.org/wiki/Q97054971;1859;1859;1859;Rosewood;48 x 27 1/2 x 31 in. (121.9 x 69.9 x 78.7 cm);Gift of Bradford A. Warner, 1969;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/248;;;Metropolitan Museum of Art, New York, NY;Grapes;http://vocab.getty.edu/page/aat/300379338;https://www.wikidata.org/wiki/Q10978
69.258.4;False;False;True;249;;The American Wing;1969;Side Chair;Side Chair;American;;;;;16497;Maker; ;Joseph Meeks & Sons;American, New York, 1829–35; ;Meeks, Joseph & Sons;American;1829;1835;;http://vocab.getty.edu/page/ulan/500524443;https://www.wikidata.org/wiki/Q97054971;1859;1859;1859;Rosewood;48 x 27 1/2 x 31 in. (121.9 x 69.9 x 78.7 cm);Gift of Bradford A. Warner, 1969;Made in;New York;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/249;;;Metropolitan Museum of Art, New York, NY;Grapes;http://vocab.getty.edu/page/aat/300379338;https://www.wikidata.org/wiki/Q10978
11.60.148;False;False;True;252;752;The American Wing;1911;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;1740–60;1740;1760;Walnut, ash, white pine;36 x 22 3/4 x 20 3/4 in. (91.4 x 57.8 x 52.7 cm);Bequest of Maria P. James, 1910;Made in;;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/252;;;Metropolitan Museum of Art, New York, NY;;;
11.60.149;False;False;True;253;;The American Wing;1911;Armchair;Armchair;American;;;;;;;;;;;;;;;;;;1740–60;1740;1760;Walnut, ash, mahogany;36 x 22 3/4 x 20 3/4 in. (91.4 x 57.8 x 52.7 cm);Bequest of Maria P. James, 1910;Made in;;;;United States;;;;;;;;;http://www.metmuseum.org/art/collection/search/253;;;Metropolitan Museum of Art, New York, NY;;;
